Unnamed: 0,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
83,A. Vaughn1B,4,0,0,0,0,0,0,0.145,0.184,0.277,T. LarnachRF,3,2,1,2,1,1,0,0.2,0.307,0.293
84,E. QueroC,4,1,3,0,0,0,0,0.368,0.4,0.474,D. Keirsey Jr.RF,0,0,0,0,0,0,0,0.105,0.105,0.105
85,L. Sosa2B,4,1,1,0,0,0,1,0.269,0.296,0.346,C. CorreaSS,4,0,0,0,0,0,0,0.184,0.244,0.303
86,B. BaldwinRF-SS,3,0,1,0,0,1,2,0.258,0.277,0.387,T. France1B,3,0,1,1,0,0,1,0.238,0.322,0.35
87,B. Dalbec3B,2,0,1,0,0,1,1,0.333,0.5,0.667,R. JeffersC,4,0,1,0,0,0,1,0.222,0.323,0.296
88,bM. ThaissPH,0,0,0,0,0,1,0,0.222,0.396,0.361,B. Lee3B,2,0,1,0,0,2,0,0.143,0.308,0.286
89,M. TaylorPR,0,0,0,0,0,0,0,0.149,0.2,0.277,H. BaderLF,3,0,0,0,0,0,3,0.237,0.308,0.407
90,J. AmayaSS,1,0,0,1,0,0,0,0.089,0.122,0.111,team,29,4,5,3,1,5,7,,,
91,aJ. PalaciosPH-RF,2,0,1,0,0,0,1,0.182,0.28,0.182,,,,,,,,,,,
92,team,34,2,10,2,0,3,9,,,,,,,,,,,,,,
93,S. BouchardRF,4,0,0,0,0,1,0,0.235,0.35,0.382,J. IndiaLF,4,0,0,0,0,0,1,0.195,0.298,0.244
94,K. Farmer2B,5,0,0,0,0,0,0,0.284,0.319,0.418,T. TolbertLF,0,0,0,0,0,0,0,0,0,0
95,Z. VeenPR,0,0,0,0,0,0,0,0.118,0.189,0.235,bM. CanhaPH-LF,1,1,0,0,0,0,0,0.368,0.455,0.474
96,A. Amador2B,0,0,0,0,0,0,0,0.1,0.143,0.15,B. Witt Jr.SS,3,0,1,0,0,2,1,0.308,0.381,0.473
97,R. McMahon3B,3,1,0,0,0,2,3,0.195,0.315,0.312,V. Pasquantino1B,4,0,0,0,0,1,1,0.186,0.26,0.314
98,H. GoodmanDH,4,1,1,0,0,1,2,0.235,0.333,0.412,S. PerezC,4,0,1,0,0,0,1,0.185,0.235,0.293
99,M. Toglia1B,4,1,1,0,0,1,0,0.184,0.222,0.263,F. FerminPR-C,1,1,1,1,0,0,0,0.212,0.257,0.303
100,J. StallingsC,4,0,1,3,0,0,1,0.156,0.289,0.219,M. Garcia3B,4,0,2,0,0,0,0,0.289,0.36,0.434
101,B. FulfordPR-C,1,0,0,0,0,0,0,0.125,0.125,0.5,M. Massey2B,3,0,0,1,0,0,0,0.19,0.214,0.228
102,M. MoniakCF,4,0,1,0,0,0,0,0.232,0.306,0.536,H. RenfroeDH,2,0,0,0,0,0,0,0.135,0.224,0.154
103,J. BeckLF,2,0,0,0,0,0,1,0.167,0.265,0.233,aC. BiggioPH-DH,2,0,0,0,0,0,0,0.188,0.316,0.188
104,aN. MartiniPH-LF,1,0,0,0,0,1,0,0.277,0.358,0.319,D. WatersRF,4,2,3,1,1,0,1,0.273,0.314,0.455
105,A. SchunkSS,3,0,1,0,0,0,0,0.3,0.3,0.4,K. IsbelCF,4,0,1,1,0,0,0,0.217,0.23,0.333
106,team,35,3,5,3,0,6,7,,,,team,36,4,9,4,1,3,5,,,
107,S. OhtaniDH,4,2,0,0,0,1,3,0.264,0.366,0.506,I. HappLF,5,2,4,1,0,1,0,0.271,0.358,0.374
108,M. BettsSS,4,1,0,0,0,1,0,0.231,0.348,0.41,K. TuckerRF,4,2,3,2,1,1,0,0.32,0.42,0.65
109,T. HernándezRF,5,2,2,1,0,0,0,0.259,0.281,0.494,S. SuzukiDH,5,1,2,2,0,0,2,0.276,0.354,0.54
110,F. Freeman1B,5,1,1,2,0,0,2,0.273,0.353,0.636,M. Busch1B,4,0,0,0,0,0,2,0.301,0.37,0.578
111,T. EdmanCF-2B,4,1,2,4,1,0,0,0.272,0.303,0.576,aC. KellyPH,0,0,0,0,0,1,0,0.371,0.54,0.971
112,W. SmithC,4,1,2,2,1,1,0,0.35,0.453,0.567,J. BertiPR-3B,0,0,0,0,0,0,0,0.25,0.344,0.25
113,M. Muncy3B,4,0,0,0,0,1,2,0.181,0.286,0.25,D. SwansonSS,4,2,1,1,0,1,2,0.18,0.231,0.36
114,E. Hernández2B,4,0,0,0,0,0,2,0.13,0.186,0.37,N. Hoerner2B,5,0,2,0,0,0,1,0.31,0.352,0.369
115,aM. ConfortoPH,1,0,0,0,0,0,0,0.191,0.337,0.338,P. Crow-ArmstrongCF,5,2,3,3,1,0,1,0.276,0.324,0.51
116,C. TaylorLF,0,0,0,0,0,0,0,0.25,0.25,0.25,M. AmayaC,5,1,2,2,1,0,1,0.278,0.298,0.5
117,A. PagesLF-CF,4,2,2,1,1,0,1,0.179,0.286,0.328,G. Workman3B,3,0,0,0,0,0,1,0.214,0.267,0.286
118,team,39,10,9,10,3,4,10,,,,bJ. TurnerPH-1B,2,0,0,0,0,0,2,0.139,0.273,0.139
119,,,,,,,,,,,,V. BrujanPR,0,1,0,0,0,0,0,0.333,0.333,0.667
120,,,,,,,,,,,,team,42,11,17,11,3,4,12,,,
121,B. BichetteSS,4,0,0,0,0,0,0,0.298,0.339,0.375,J. AltuveLF,5,1,1,0,0,0,2,0.298,0.33,0.415
122,V. Guerrero Jr.DH,4,0,0,0,0,0,3,0.278,0.377,0.378,M. DubonLF,0,0,0,0,0,0,0,0.179,0.258,0.25
123,A. Gimenez2B,4,0,0,0,0,0,1,0.189,0.275,0.333,Y. AlvarezDH,4,1,1,0,0,0,0,0.213,0.315,0.333
124,G. SpringerRF,3,0,0,0,0,1,1,0.333,0.416,0.53,I. Paredes3B,4,1,1,1,1,0,0,0.233,0.34,0.384
125,A. KirkC,3,0,0,0,0,0,0,0.224,0.264,0.299,J. PenaSS,4,1,3,1,0,0,1,0.253,0.33,0.398
126,A. RodenLF,2,0,0,0,0,1,0,0.213,0.296,0.311,C. Walker1B,3,1,3,1,0,0,0,0.188,0.286,0.3
127,W. Wagner1B,3,0,0,0,0,0,0,0.212,0.293,0.25,B. Rodgers2B,1,0,0,1,0,1,1,0.244,0.34,0.311
128,E. Clement3B,3,0,1,0,0,0,1,0.218,0.267,0.255,Y. DiazC,4,0,1,1,0,0,0,0.155,0.189,0.239
129,N. LukesCF,3,1,1,1,1,0,1,0.2,0.306,0.333,J. MeyersCF,4,0,0,0,0,0,3,0.269,0.315,0.328
130,team,29,1,2,1,1,2,7,,,,C. SmithRF,3,0,0,0,0,1,1,0.226,0.304,0.403
131,,,,,,,,,,,,C. McCormickRF,0,0,0,0,0,0,0,0.188,0.35,0.188
132,,,,,,,,,,,,team,32,5,10,5,1,2,8,,,
133,O. CruzCF,6,1,2,0,0,0,2,0.236,0.352,0.486,T. WardLF,3,1,1,1,1,1,0,0.22,0.258,0.462
134,B. ReynoldsRF,5,2,3,2,0,1,1,0.263,0.33,0.4,Z. NetoSS,4,0,0,0,0,0,3,0.154,0.214,0.462
135,A. McCutchenDH,5,1,2,3,1,1,0,0.246,0.348,0.404,M. TroutRF,3,0,0,0,0,1,1,0.177,0.287,0.494
136,E. Valdez1B,3,1,0,0,0,1,0,0.216,0.333,0.412,J. SolerDH,4,1,1,0,0,0,2,0.263,0.322,0.463
137,aJ. TrioloPH-1B,2,0,1,0,0,0,0,0.161,0.212,0.226,L. O'HoppeC,4,1,1,0,0,0,2,0.284,0.304,0.522
138,J. BartC,5,0,2,1,0,0,2,0.291,0.4,0.4,N. Schanuel1B,3,0,1,1,0,0,0,0.275,0.344,0.425
139,K. Hayes3B,5,0,1,1,0,0,0,0.21,0.273,0.284,J. AdellCF,4,0,1,1,0,0,0,0.226,0.273,0.387
140,A. Frazier2B,2,2,1,0,0,3,0,0.217,0.276,0.304,K. Paris2B,3,0,0,0,0,0,3,0.273,0.365,0.6
141,T. PhamLF,5,1,3,0,0,0,0,0.181,0.268,0.222,K. Newman3B,2,0,0,0,0,0,1,0.125,0.125,0.125
142,I. Kiner-FalefaSS,4,1,3,2,0,1,1,0.293,0.354,0.36,aL. RengifoPH-3B,1,0,0,0,0,0,0,0.215,0.25,0.316
143,team,42,9,18,9,1,7,6,,,,team,31,3,5,3,1,2,12,,,
144,C. SimpsonCF,4,0,2,0,0,0,1,0.333,0.333,0.417,C. CarrollRF,3,2,1,0,0,1,0,0.323,0.398,0.646
145,B. Lowe2B,4,0,1,0,0,0,2,0.234,0.259,0.351,G. PerdomoSS,3,0,0,0,0,1,1,0.275,0.386,0.425
146,Y. DiazDH,4,0,0,0,0,0,0,0.213,0.257,0.351,P. SmithDH,3,2,2,2,1,1,0,0.397,0.5,0.759
147,J. Aranda1B,2,0,0,0,0,1,0,0.344,0.442,0.656,J. Naylor1B,4,0,2,1,0,0,0,0.341,0.41,0.545
148,J. Caminero3B,4,0,0,0,0,0,1,0.256,0.295,0.476,L. Gurriel Jr.LF,3,0,0,1,0,0,0,0.171,0.193,0.354
149,K. MisnerRF,4,1,1,0,0,0,1,0.352,0.393,0.648,G. MorenoC,4,0,1,0,0,0,0,0.222,0.323,0.241
150,J. MangumLF,2,0,2,1,0,1,0,0.348,0.394,0.409,E. Suarez3B,2,0,0,0,0,0,0,0.152,0.264,0.418
151,B. RortvedtC,3,0,0,0,0,0,1,0.083,0.241,0.083,A. ThomasCF,3,0,0,0,0,0,2,0.268,0.333,0.393
152,T. WallsSS,3,0,0,0,0,0,0,0.158,0.258,0.158,T. Tawa2B,3,1,1,1,1,0,0,0.2,0.306,0.533
153,team,30,1,6,1,0,2,6,,,,team,28,5,7,5,2,3,3,,,
154,B. Turang2B,4,1,4,1,0,1,0,0.337,0.375,0.442,H. RamosLF,4,0,2,1,0,0,1,0.232,0.28,0.394
155,J. ChourioLF,4,2,1,1,0,0,1,0.26,0.278,0.5,W. AdamesSS,4,0,1,0,0,1,0,0.196,0.269,0.268
156,C. YelichDH,5,2,2,4,1,0,1,0.222,0.337,0.444,J. LeeCF,4,1,0,0,0,1,1,0.315,0.374,0.573
157,W. ContrerasC,5,0,1,2,0,0,1,0.244,0.351,0.378,M. Chapman3B,3,0,1,0,0,0,0,0.235,0.398,0.432
158,E. HaaseC,0,0,0,0,0,0,0,0.267,0.353,0.467,C. Koss3B-P,0,0,0,0,0,0,0,0.143,0.25,0.143
159,S. FrelickRF,4,1,0,0,0,1,0,0.321,0.412,0.44,W. FloresDH,3,0,3,1,0,1,0,0.247,0.304,0.494
160,J. Bauers1B,5,2,3,2,1,0,1,0.25,0.357,0.542,L. Wade Jr.1B,0,0,0,0,0,0,0,0.103,0.232,0.241
161,V. CapraSS,4,1,0,0,0,1,0,0.083,0.132,0.167,L. MatosRF,4,0,0,0,0,0,1,0.147,0.171,0.265
162,G. MitchellCF,4,1,0,0,0,1,2,0.2,0.279,0.3,D. Villar1B-3B,3,2,1,0,0,1,0,0.286,0.375,0.429
163,C. Durbin3B,5,1,2,0,0,0,0,0.25,0.286,0.45,P. BaileyC,3,0,1,0,0,0,0,0.177,0.235,0.274
164,team,40,11,13,10,2,4,6,,,,S. HuffC,1,0,1,0,0,0,0,0.227,0.32,0.364
165,,,,,,,,,,,,T. Fitzgerald2B,4,0,1,1,0,0,1,0.314,0.36,0.486
166,,,,,,,,,,,,team,33,3,11,3,0,4,4,,,
167,J. SmithCF-SS,4,2,1,1,1,1,1,0.367,0.456,0.571,L. ButlerRF,4,1,1,1,1,1,1,0.279,0.374,0.442
168,W. LangfordLF,4,1,3,1,1,1,1,0.292,0.386,0.625,B. RookerDH,4,2,2,1,1,1,0,0.245,0.295,0.5
169,C. SeagerSS,4,2,1,0,0,0,0,0.286,0.345,0.468,T. Soderstrom1B,5,0,0,0,0,0,1,0.281,0.343,0.607
170,L. TaverasCF,1,0,0,0,0,0,1,0.197,0.21,0.246,S. LangeliersC,5,0,1,0,0,0,0,0.211,0.294,0.447
171,A. GarcíaRF,5,1,2,1,0,0,2,0.228,0.295,0.456,M. AndujarLF,5,1,3,1,1,0,1,0.319,0.36,0.435
172,M. Semien2B,3,1,2,4,1,1,0,0.16,0.231,0.247,J. BledayCF,4,0,2,1,0,1,1,0.225,0.323,0.35
173,J. PedersonDH,3,0,0,0,0,0,1,0.052,0.141,0.069,J. WilsonSS,4,0,0,0,0,0,1,0.337,0.337,0.477
174,aJ. HeimPH-DH,1,0,0,0,0,1,0,0.245,0.302,0.449,G. Urshela3B,2,0,0,0,0,0,0,0.167,0.224,0.278
175,J. Jung3B,4,0,0,0,0,1,0,0.259,0.273,0.426,aS. BrownPH,1,0,0,0,0,0,1,0.16,0.3,0.28
176,J. Burger1B,3,1,1,1,1,1,0,0.186,0.23,0.343,M. Schuemann3B,1,0,0,0,0,0,0,0.167,0.167,0.389
177,K. HigashiokaC,4,0,0,0,0,0,1,0.25,0.286,0.4,L. Urias2B,3,1,2,1,1,1,0,0.304,0.37,0.565
178,team,36,8,10,8,4,6,7,,,,team,38,5,11,5,4,4,6,,,
0,L. NootbaarLF,3,0,0,0,0,2,1,0.239,0.381,0.402,M. Harris IICF,4,0,3,1,0,0,0,0.233,0.25,0.367
1,W. ContrerasDH,3,0,1,0,0,1,0,0.2,0.269,0.305,A. Riley3B,4,0,1,0,0,0,1,0.296,0.337,0.52
2,N. Gorman2B,3,1,0,0,0,1,1,0.231,0.311,0.41,M. OzunaDH,3,0,1,0,0,1,1,0.318,0.5,0.53
3,N. Arenado3B,4,0,1,1,0,0,0,0.267,0.37,0.43,M. Olson1B,4,1,1,0,0,0,0,0.238,0.373,0.429
4,A. Burleson1B,4,0,3,0,0,0,1,0.276,0.329,0.316,O. Albies2B,4,1,1,0,0,0,0,0.234,0.301,0.394
5,J. WalkerRF,4,0,0,0,0,0,1,0.198,0.266,0.279,D. BaldwinC,2,0,1,0,0,1,0,0.244,0.32,0.422
6,Y. PozoC,4,0,1,0,0,0,0,0.304,0.333,0.565,bS. MurphyPH-C,1,0,0,0,0,0,0,0.205,0.314,0.614
7,V. Scott IICF,4,0,0,0,0,0,1,0.275,0.337,0.4,E. WhiteLF,4,1,1,3,1,0,0,0.238,0.333,0.429
8,M. WinnSS,4,0,1,0,0,0,0,0.231,0.317,0.288,J. KelenicRF,2,0,0,0,0,0,1,0.167,0.231,0.3
9,team,33,1,7,1,0,4,5,,,,aS. FairchildPH-RF,2,0,0,0,0,0,2,0.05,0.05,0.15
10,,,,,,,,,,,,N. AllenSS,4,1,2,0,0,0,1,0.269,0.309,0.327
11,,,,,,,,,,,,team,34,4,11,4,1,2,6,,,
12,T. FriedlCF,5,1,1,0,0,0,2,0.295,0.352,0.4,X. EdwardsSS,4,0,1,0,0,0,0,0.283,0.363,0.313
13,M. McLain2B,5,0,0,0,0,0,2,0.18,0.306,0.393,J. SánchezCF,4,0,0,0,0,0,1,0.222,0.344,0.259
14,E. De La CruzSS,3,1,1,0,0,2,1,0.245,0.321,0.429,E. Wagaman1B,4,1,1,0,0,0,1,0.274,0.329,0.466
15,G. LuxLF,3,0,1,1,0,0,1,0.316,0.419,0.418,M. MervisDH,4,1,1,2,1,0,1,0.233,0.319,0.617
16,aB. DunnPH-RF,2,0,0,0,0,0,1,0.176,0.391,0.294,K. StowersRF,4,0,0,0,0,0,2,0.291,0.376,0.43
17,N. Marte3B,3,0,0,0,0,1,1,0.31,0.375,0.621,O. Lopez2B,4,0,0,0,0,0,2,0.225,0.296,0.348
18,J. CandelarioDH,4,0,0,1,0,0,1,0.118,0.207,0.224,L. HicksC,3,0,1,0,0,0,0,0.245,0.321,0.347
19,J. FraleyRF,2,1,0,0,0,1,0,0.226,0.314,0.371,R. SimonLF,3,0,1,0,0,0,1,0.286,0.286,0.429
20,bA. HaysPH-LF,1,0,0,0,0,0,0,0.361,0.41,0.639,G. Pauley3B,3,0,1,0,0,0,1,0.236,0.271,0.327
21,S. Steer1B,3,1,2,1,0,1,0,0.149,0.23,0.239,team,33,2,6,2,1,0,9,,,
22,A. WynnsC,4,1,3,2,1,0,0,0.5,0.536,0.885,,,,,,,,,,,
23,team,35,5,8,5,1,5,9,,,,,,,,,,,,,,
24,B. Rice1B,3,2,1,1,0,2,1,0.288,0.402,0.603,S. KwanLF,4,0,1,0,0,0,1,0.337,0.394,0.495
25,A. JudgeRF,4,1,2,1,0,1,1,0.415,0.513,0.734,G. Arias2B,4,1,1,0,0,0,0,0.27,0.321,0.486
26,C. BellingerCF,4,0,1,0,0,1,0,0.177,0.236,0.291,J. RamirezDH,3,0,1,0,0,1,1,0.265,0.33,0.494
27,P. GoldschmidtDH,5,0,3,2,0,0,2,0.383,0.433,0.489,C. Santana1B,4,0,0,0,0,0,0,0.204,0.272,0.29
28,J. Chisholm Jr.2B,3,1,1,0,0,2,2,0.165,0.28,0.418,W. Wilson3B,4,0,1,0,0,0,1,0.25,0.25,0.25
29,A. VolpeSS,5,0,0,0,0,0,4,0.198,0.295,0.385,A. MartinezCF,3,0,1,0,0,0,1,0.359,0.35,0.487
30,A. WellsC,5,0,1,1,0,0,2,0.181,0.256,0.417,aN. JonesPH,1,0,0,0,0,0,0,0.179,0.303,0.25
31,J. DominguezLF,4,1,2,0,0,1,1,0.234,0.322,0.39,J. NoelRF,3,0,0,0,0,0,2,0.167,0.2,0.19
32,O. Cabrera3B,4,0,0,0,0,1,1,0.262,0.338,0.328,bD. SchneemannPH,1,0,0,0,0,0,0,0.229,0.308,0.457
33,team,37,5,11,5,0,8,14,,,,A. HedgesC,2,0,0,0,0,1,1,0.143,0.333,0.429
34,,,,,,,,,,,,B. RocchioSS,3,0,0,0,0,0,3,0.226,0.306,0.258
35,,,,,,,,,,,,team,32,1,5,0,0,2,10,,,
36,T. TurnerSS,5,0,1,1,0,0,1,0.247,0.343,0.326,F. LindorSS,4,1,2,0,0,1,0,0.309,0.364,0.505
37,B. Harper1B,5,1,1,0,0,0,1,0.25,0.389,0.457,J. SotoRF,4,0,1,0,0,1,1,0.233,0.364,0.389
38,K. SchwarberDH,4,0,0,0,0,1,3,0.258,0.411,0.528,P. Alonso1B,5,1,1,1,0,0,0,0.341,0.44,0.681
39,N. CastellanosRF,4,0,1,1,0,1,1,0.275,0.337,0.44,B. NimmoLF,4,0,0,0,0,1,0,0.196,0.25,0.359
40,J.T. RealmutoC,4,0,0,0,0,1,1,0.221,0.302,0.325,M. Vientos3B,5,1,1,0,0,0,3,0.175,0.267,0.313
41,A. Bohm3B,5,0,3,0,0,0,0,0.23,0.252,0.29,J. WinkerDH,3,0,1,0,0,0,2,0.213,0.283,0.447
42,E. Sosa2B,3,1,2,0,0,0,0,0.438,0.457,0.563,bS. MartePH-DH,2,0,1,1,0,0,0,0.186,0.28,0.302
43,bB. StottPH-2B,1,0,0,0,0,1,0,0.298,0.362,0.44,T. TaylorCF,4,0,0,0,0,0,4,0.188,0.224,0.266
44,W. WilsonLF,2,1,1,0,0,0,0,0.5,0.5,0.5,B. Baty2B,2,1,1,2,1,0,1,0.204,0.246,0.352
45,aM. KeplerPH-LF,3,0,1,0,0,0,0,0.244,0.337,0.359,aL. AcunaPH-2B,2,0,1,0,0,0,1,0.283,0.356,0.377
46,J. RojasCF,3,0,1,1,0,0,0,0.317,0.364,0.366,H. SengerC,3,0,0,0,0,0,2,0.179,0.207,0.214
47,cC. StevensonPH-CF,1,0,0,0,0,0,0,0.25,0.25,0.25,cL. TorrensPH-C,1,0,1,0,0,0,0,0.241,0.279,0.397
48,team,40,3,11,3,0,4,7,,,,team,39,4,10,4,1,3,14,,,
49,F. Tatis Jr.DH,3,0,0,0,0,0,0,0.333,0.406,0.624,J. MalloyDH,4,2,2,2,1,0,0,0.208,0.365,0.333
50,bY. GurrielPH,1,0,0,0,0,0,1,0.125,0.222,0.156,G. Torres2B,4,1,1,1,1,0,1,0.283,0.333,0.415
51,G. Sheets1B,3,0,0,0,0,0,2,0.309,0.351,0.5,R. GreeneLF,4,0,2,1,0,0,1,0.229,0.275,0.365
52,cM. McCoyPH,1,0,0,0,0,0,0,0,0,0,A. Ibanez3B,3,0,2,0,0,0,0,0.211,0.302,0.395
53,M. Machado3B,3,0,0,0,0,0,1,0.283,0.353,0.446,S. Torkelson1B,3,0,0,0,0,1,2,0.264,0.373,0.571
54,dC. JoePH,1,0,0,0,0,0,1,0,0,0,Z. McKinstryRF,4,1,1,0,0,0,2,0.311,0.416,0.459
55,X. BogaertsSS,3,0,0,0,0,0,2,0.259,0.347,0.353,D. DinglerC,4,1,1,2,1,0,2,0.277,0.288,0.492
56,T. OrnelasLF,3,0,0,0,0,0,1,0,0.143,0,J. BaezCF,4,0,0,0,0,0,1,0.258,0.3,0.303
57,O. GonzalezRF,2,0,0,0,0,1,0,0.286,0.306,0.314,T. SweeneySS,4,1,1,0,0,0,1,0.205,0.275,0.301
58,J. Iglesias2B,3,0,2,0,0,0,0,0.298,0.355,0.368,team,34,6,10,6,3,1,10,,,
59,T. WadeCF,2,0,0,0,0,0,0,0.261,0.414,0.261,,,,,,,,,,,
60,M. MaldonadoC,2,0,0,0,0,0,1,0.225,0.244,0.3,,,,,,,,,,,
61,aE. DiazPH-C,1,0,0,0,0,0,0,0.186,0.3,0.279,,,,,,,,,,,
62,team,28,0,2,0,0,1,9,,,,,,,,,,,,,,
63,C. MullinsCF,5,1,2,0,0,0,1,0.297,0.441,0.608,J. WoodLF,3,1,1,1,1,1,1,0.256,0.356,0.578
64,G. HendersonSS,5,0,1,0,0,0,1,0.212,0.246,0.394,N. Lowe1B,4,0,1,0,0,0,0,0.291,0.365,0.488
65,A. RutschmanC,4,0,2,1,0,1,0,0.214,0.313,0.381,L. Garcia Jr.2B,3,0,0,1,0,0,0,0.216,0.268,0.297
66,R. O'Hearn1B,3,0,0,0,0,0,0,0.281,0.359,0.491,K. RuizC,4,1,1,0,0,0,0,0.325,0.372,0.45
67,aR. MountcastlePH-1B,1,0,1,0,0,0,0,0.239,0.28,0.338,J. BellDH,3,1,1,2,1,0,0,0.141,0.256,0.321
68,J. MateoPR,0,0,0,0,0,0,0,0.059,0.059,0.118,D. CrewsRF,3,0,1,0,0,0,0,0.195,0.225,0.325
69,T. O'NeillRF,4,0,0,1,0,0,3,0.215,0.284,0.385,J. Tena3B,3,0,0,0,0,0,0,0.25,0.25,0.417
70,H. KjerstadLF,4,0,1,0,0,0,0,0.245,0.293,0.453,J. YoungCF,3,0,0,0,0,0,0,0.22,0.35,0.26
71,J. WestburgDH,4,1,1,0,0,0,1,0.19,0.247,0.392,N. NunezSS,2,0,0,0,0,0,0,0.143,0.226,0.179
72,J. Holliday2B,3,1,2,0,0,1,1,0.234,0.3,0.375,aA. CallPH,1,1,1,0,0,0,0,0.31,0.418,0.405
73,R. Urias3B,2,0,0,1,0,1,1,0.306,0.379,0.347,T. LipscombSS,0,0,0,0,0,0,0,0.5,0.5,0.5
74,team,35,3,10,3,0,3,8,,,,team,29,4,6,4,2,1,1,,,
75,D. MooreRF,5,1,0,0,0,0,1,0.277,0.338,0.523,J. DuranLF,5,0,2,0,0,0,1,0.25,0.311,0.37
76,J. RodriguezCF,5,1,2,1,0,0,1,0.202,0.318,0.372,R. DeversDH,3,1,0,1,0,1,2,0.202,0.342,0.34
77,C. RaleighC,4,0,0,0,0,1,2,0.234,0.339,0.574,A. Bregman3B,4,1,2,0,0,0,1,0.31,0.381,0.53
78,R. ArozarenaLF,5,1,2,0,0,0,2,0.205,0.352,0.409,W. AbreuRF,4,0,0,0,0,0,1,0.284,0.402,0.506
79,M. GarverDH,4,0,1,1,0,1,3,0.211,0.348,0.211,T. StorySS,3,1,0,0,0,1,2,0.309,0.343,0.485
80,D. Solano1B,3,0,0,0,0,0,3,0.086,0.083,0.086,T. Casas1B,3,1,1,3,1,1,1,0.171,0.253,0.317
81,aR. TellezPH-1B,2,1,1,0,0,0,0,0.163,0.208,0.429,R. Gonzalez2B,4,0,1,1,0,0,0,0.333,0.394,0.467
82,B. Williamson3B,5,1,3,1,0,0,0,0.31,0.355,0.448,B. SabolC,3,0,0,0,0,0,1,0.154,0.143,0.231
83,L. Rivas2B,3,2,2,0,0,2,0,0.278,0.458,0.278,aR. RefsnyderPH,1,0,0,0,0,0,1,0.32,0.346,0.52
84,J.P. CrawfordSS,4,1,2,4,1,1,0,0.246,0.395,0.319,C. RafaelaCF,4,1,1,0,0,0,1,0.23,0.305,0.311
85,team,40,8,13,7,1,5,12,,,,team,34,5,7,5,1,3,11,,,
86,S. OhtaniDH,5,0,1,0,0,0,1,0.261,0.358,0.489,I. HappLF,5,0,1,0,0,0,1,0.268,0.352,0.366
87,M. BettsSS,5,1,3,1,0,0,0,0.253,0.361,0.434,K. TuckerRF,2,1,0,0,0,2,1,0.314,0.423,0.637
88,T. HernándezRF,4,1,2,4,1,0,1,0.27,0.29,0.528,J. TurnerDH,3,1,1,0,0,1,1,0.154,0.292,0.154
89,F. Freeman1B,4,0,0,0,0,0,1,0.25,0.327,0.583,V. BrujanPR-DH,0,0,0,0,0,0,0,0.333,0.333,0.667
90,T. Edman2B,4,0,0,0,0,0,0,0.26,0.291,0.552,M. Busch1B,2,1,1,0,0,2,0,0.306,0.385,0.588
91,A. PagesCF,4,1,1,1,1,0,0,0.183,0.284,0.366,D. SwansonSS,4,2,2,2,0,0,1,0.192,0.241,0.365
92,M. ConfortoLF,3,1,1,0,0,1,2,0.197,0.345,0.338,N. Hoerner2B,2,1,0,1,0,1,0,0.302,0.347,0.36
93,M. Rojas3B,3,1,1,0,0,0,2,0.162,0.184,0.162,P. Crow-ArmstrongCF,4,1,3,4,1,0,0,0.294,0.339,0.549
94,aM. MuncyPH-3B,1,0,0,0,0,0,1,0.178,0.282,0.247,C. KellyC,3,0,0,0,0,1,0,0.342,0.519,0.895
95,A. BarnesC,4,1,2,0,0,0,0,0.174,0.174,0.261,J. Berti3B,4,0,0,0,0,0,4,0.219,0.306,0.219
96,team,37,6,11,6,2,1,8,,,,team,29,7,8,7,1,7,8,,,
97,J. PalaciosRF,3,1,1,0,0,1,1,0.2,0.31,0.2,E. JulienDH,4,1,2,0,0,1,2,0.221,0.27,0.338
98,bM. TaylorPH,1,0,0,0,0,0,0,0.146,0.196,0.271,B. BuxtonCF,5,1,1,2,1,0,3,0.23,0.261,0.471
99,A. BenintendiLF,4,0,1,1,0,0,2,0.241,0.29,0.448,L. Keaschall2B,3,1,1,0,0,1,0,0.353,0.5,0.529
100,L. Robert Jr.CF,3,0,0,0,0,1,2,0.145,0.267,0.25,T. LarnachRF,3,1,2,2,1,1,0,0.218,0.326,0.346
101,E. QueroDH,2,0,0,1,0,2,0,0.333,0.417,0.429,D. Keirsey Jr.RF,0,0,0,0,0,0,0,0.105,0.105,0.105
102,A. Vaughn1B,4,0,1,0,0,0,2,0.149,0.187,0.287,C. CorreaSS,5,0,0,0,0,0,0,0.173,0.23,0.284
103,M. ThaissC,4,0,0,0,0,0,3,0.2,0.365,0.325,T. France1B,3,1,1,1,0,2,1,0.241,0.337,0.349
104,M. Vargas3B,4,0,2,0,0,0,0,0.157,0.247,0.217,R. JeffersC,5,0,3,0,0,0,0,0.254,0.343,0.339
105,B. Baldwin2B,2,1,0,0,0,1,0,0.25,0.279,0.375,B. Lee3B,4,0,2,1,0,0,0,0.2,0.333,0.32
106,cL. SosaPH,1,0,0,0,0,0,0,0.266,0.293,0.342,H. BaderLF,2,1,0,0,0,1,1,0.23,0.319,0.393
107,J. AmayaSS,1,0,0,0,0,0,0,0.087,0.12,0.109,team,34,6,12,6,2,6,7,,,
108,aB. DalbecPH-SS,3,1,1,0,0,0,1,0.333,0.429,0.5,,,,,,,,,,,
